ModelID,Drug_CTD_Broad,Drug_Repurposing_Broad,Drug_GDSC_Sanger,Drug_OncRef_Broad,RNAi_Achilles_Broad,RNAi_Marcotte,RNAi_Drive_Novartis,Proteomics_Olink,Proteomics_RPPA_CCLE,Proteomics_MS_CCLE,Sequencing_RNA_Broad,Sequencing_WGS_Broad,CRISPR_Score_Sanger,CRISPR_Achilles_Broad,Methylation_Sanger,Methylation_CCLE,Uncategorized_miRNA_CCLE,Sequencing_ATACSeq_Broad,Proteomics_MS_Sanger,CRISPR_ParalogsScreens,Sequencing_WES_Broad,Sequencing_WES_Sanger,Sequencing_Long_Reads
ACH-000552,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False
ACH-000553,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000555,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000558,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000561,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False
ACH-000562,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000563,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000564,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000565,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000566,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False
ACH-000569,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False
ACH-000572,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000573,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000576,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
ACH-000579,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000582,False,True,False,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False
ACH-000586,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000587,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000589,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000590,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
ACH-000592,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000593,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000595,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000597,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
ACH-000598,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000599,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000601,False,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True
ACH-000604,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000605,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000607,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000614,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000615,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000616,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False
ACH-000617,False,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000618,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False
ACH-000619,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000620,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False
ACH-000622,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True
ACH-000623,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False
ACH-000625,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False
ACH-000627,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000628,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000630,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000631,False,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
ACH-000632,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000635,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False
ACH-000636,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000637,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000638,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-000639,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000643,False,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000644,False,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000645,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000647,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000648,False,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000649,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000650,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False
ACH-000651,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False
ACH-000652,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000653,False,True,True,True,True,False,False,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False
ACH-000656,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False,False,False
ACH-000658,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ACH-000659,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
ACH-000662,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000664,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000665,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000666,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False
ACH-000667,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False
ACH-000669,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,False
ACH-000670,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000671,False,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000672,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False
ACH-000674,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000676,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-000677,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000679,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000682,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False
ACH-000684,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000685,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000686,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000687,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000692,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000693,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False
ACH-000694,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000696,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000697,False,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000698,False,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True
ACH-000701,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000703,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000711,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True
ACH-000713,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False
ACH-000714,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False
ACH-000715,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000716,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000717,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000719,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000721,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True
ACH-000723,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000724,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False
ACH-000726,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000728,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000730,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False
ACH-000732,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000733,False,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False
ACH-000734,False,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False
ACH-000735,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000736,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True
ACH-000738,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000739,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
ACH-000740,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000741,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000744,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,False
ACH-000747,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False
ACH-000748,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000749,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000750,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000751,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000752,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False
ACH-000753,False,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000756,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000757,False,True,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False
ACH-000759,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False
ACH-000762,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000763,False,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000764,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000766,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000768,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000769,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False
ACH-000771,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000774,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000775,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000776,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000777,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000778,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000780,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000781,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False
ACH-000783,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True
ACH-000784,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000785,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False
ACH-000787,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000790,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False
ACH-000791,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000792,False,True,True,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000793,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False
ACH-000794,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000795,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
ACH-000800,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000802,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000803,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000804,False,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000805,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000808,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000809,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False
ACH-000810,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000811,False,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000812,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False
ACH-000813,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000814,False,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False
ACH-000815,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000816,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False
ACH-000819,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False
ACH-000822,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000823,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000824,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000826,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False
ACH-000831,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,True,False,False,False
ACH-000832,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000833,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False
ACH-000834,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True
ACH-000836,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000837,False,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000838,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-000839,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000840,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000841,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000842,False,True,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False
ACH-000845,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000846,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000847,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000848,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False
ACH-000849,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000852,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000853,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000855,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000856,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000858,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000860,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000862,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000863,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False
ACH-000865,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False
ACH-000866,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000867,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False
ACH-000868,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000869,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000870,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
ACH-000872,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
ACH-000873,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,False,False
ACH-000875,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False
ACH-000878,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000879,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000881,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000882,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False
ACH-000883,False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False
ACH-000884,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False
ACH-000885,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True
ACH-000886,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000888,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000890,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000891,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000892,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False
ACH-000893,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False
ACH-000895,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000896,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False
ACH-000897,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000898,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000900,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000901,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000902,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
ACH-000903,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000906,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True
ACH-000909,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000910,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True
ACH-000911,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
ACH-000913,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True
ACH-000915,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000916,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,True,True,False,False,False,True
ACH-000917,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False
ACH-000918,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False
ACH-000920,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-000921,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
ACH-000922,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-000924,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000925,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False
ACH-000926,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False
ACH-000927,False,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False
ACH-000929,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000932,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True
ACH-000934,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False
ACH-000936,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000937,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False
ACH-000938,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
ACH-000939,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False
ACH-000940,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False
ACH-000941,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True
ACH-000942,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
ACH-000945,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000946,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True
ACH-000948,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000950,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False
ACH-000952,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False
ACH-000954,False,True,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False
ACH-000955,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,True
ACH-000956,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000957,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
ACH-000959,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
ACH-000961,False,True,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False
ACH-000962,False,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,False,False
ACH-000963,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True
