compound_name,replicate,dose,masked,index
GDSC1:1378,1,3.125,F,4
GDSC1:1378,1,0.78125,F,4
GDSC1:1378,1,0.1953125,F,4
GDSC1:1378,1,50.0,F,10
GDSC1:1378,1,12.5,F,10
GDSC1:1378,1,3.125,F,10
GDSC1:1378,1,0.78125,F,10
GDSC1:1378,1,0.1953125,F,10
GDSC1:1378,2,50.0,F,4
GDSC1:1378,2,12.5,F,4
GDSC1:1378,2,3.125,F,4
GDSC1:1378,2,0.78125,F,4
GDSC1:1378,2,0.1953125,F,4
GDSC1:1378,1,50.0,F,2
GDSC1:1378,1,12.5,F,2
GDSC1:1378,1,3.125,F,2
GDSC1:1378,1,0.78125,F,2
GDSC1:1378,1,0.1953125,F,2
GDSC1:1378,1,50.0,F,11
GDSC1:1378,1,12.5,F,11
GDSC1:1378,1,3.125,F,11
GDSC1:1378,1,0.78125,F,11
GDSC1:1378,1,0.1953125,F,11
GDSC1:1378,1,50.0,F,6
GDSC1:1378,1,12.5,F,6
GDSC1:1378,1,3.125,F,6
GDSC1:1378,1,0.78125,F,6
GDSC1:1378,1,0.1953125,F,6
GDSC1:1378,1,50.0,F,1
GDSC1:1378,1,12.5,F,1
GDSC1:1378,1,3.125,F,1
GDSC1:1378,1,0.78125,F,1
GDSC1:1378,1,0.1953125,F,1
GDSC1:1377,1,10.0,F,10
GDSC1:1377,1,2.5,F,10
GDSC1:1377,1,0.625,F,10
GDSC1:1377,1,0.15625,F,10
GDSC1:1377,1,0.0390625,F,10
GDSC1:1378,7,50.0,F,9
GDSC1:1378,7,12.5,F,9
GDSC1:1378,7,3.125,F,9
GDSC1:1378,7,0.78125,F,9
GDSC1:1378,7,0.1953125,F,9
GDSC1:1378,8,50.0,F,9
GDSC1:1378,8,12.5,F,9
GDSC1:1378,8,3.125,F,9
GDSC1:1378,8,0.78125,F,9
GDSC1:1378,8,0.1953125,F,9
GDSC1:1378,9,50.0,F,9
GDSC1:1378,9,12.5,F,9
GDSC1:1378,9,3.125,F,9
GDSC1:1378,9,0.78125,F,9
GDSC1:1378,9,0.1953125,F,9
GDSC1:1378,1,50.0,F,14
GDSC1:1378,1,12.5,F,14
GDSC1:1378,1,3.125,F,14
GDSC1:1378,1,0.78125,F,14
GDSC1:1378,1,0.1953125,F,14
GDSC1:1378,2,50.0,F,1
GDSC1:1378,2,12.5,F,1
GDSC1:1378,2,3.125,F,1
GDSC1:1378,2,0.78125,F,1
GDSC1:1378,2,0.1953125,F,1
GDSC1:1378,7,50.0,F,8
GDSC1:1378,7,12.5,F,8
GDSC1:1378,5,3.125,F,8
GDSC1:1378,4,0.78125,F,8
GDSC1:1378,5,0.1953125,F,8
GDSC1:1378,8,50.0,F,8
GDSC1:1378,9,50.0,F,8
GDSC1:1378,8,12.5,F,8
GDSC1:1377,1,10.0,F,2
GDSC1:1377,1,2.5,F,2
GDSC1:1377,1,0.625,F,2
GDSC1:1377,1,0.15625,F,2
GDSC1:1377,1,0.0390625,F,2
GDSC1:1377,1,10.0,F,6
GDSC1:1377,1,2.5,F,6
GDSC1:1377,1,0.625,F,6
GDSC1:1377,1,0.15625,F,6
GDSC1:1377,1,0.0390625,F,6
GDSC1:1377,1,10.0,F,1
GDSC1:1377,1,2.5,F,1
GDSC1:1377,1,0.625,F,1
GDSC1:1377,1,0.15625,F,1
GDSC1:1377,1,0.0390625,F,1
GDSC1:1377,1,10.0,F,11
GDSC1:1377,1,2.5,F,11
GDSC1:1377,1,0.625,F,11
GDSC1:1377,1,0.15625,F,11
GDSC1:1377,1,0.0390625,F,11
GDSC1:1377,1,10.0,F,14
GDSC1:1377,1,2.5,F,14
GDSC1:1377,1,0.625,F,14
GDSC1:1377,1,0.15625,F,14
GDSC1:1377,1,0.0390625,F,14
GDSC1:1377,2,10.0,F,8
GDSC1:1377,2,2.5,F,8
GDSC1:1377,2,0.625,F,8
GDSC1:1377,3,10.0,F,8
GDSC1:1377,3,2.5,F,8
GDSC1:1377,3,0.625,F,8
GDSC1:1377,2,0.15625,F,8
GDSC1:1377,2,10.0,F,9
GDSC1:1377,4,10.0,F,8
GDSC1:1377,4,2.5,F,8
GDSC1:1377,4,0.625,F,8
GDSC1:1377,3,0.15625,F,8
GDSC1:1377,2,0.0390625,F,8
GDSC1:1377,1,10.0,F,4
GDSC1:1377,1,2.5,F,4
GDSC1:1377,1,0.625,F,4
GDSC1:1377,1,0.15625,F,4
GDSC1:1377,1,0.0390625,F,4
GDSC1:1377,3,10.0,F,9
GDSC1:1377,2,2.5,F,9
GDSC1:1377,4,10.0,F,9
GDSC1:1377,3,2.5,F,9
GDSC1:1378,10,50.0,F,8
GDSC1:1378,9,12.5,F,8
GDSC1:1378,6,3.125,F,8
GDSC1:1378,5,0.78125,F,8
GDSC1:1378,6,0.1953125,F,8
GDSC1:1378,1,50.0,F,13
GDSC1:1378,1,12.5,F,13
GDSC1:1378,1,3.125,F,13
GDSC1:1378,1,0.78125,F,13
GDSC1:1378,1,0.1953125,F,13
GDSC1:1378,11,50.0,F,8
GDSC1:1378,10,12.5,F,8
GDSC1:1378,7,3.125,F,8
GDSC1:1378,6,0.78125,F,8
GDSC1:1378,7,0.1953125,F,8
GDSC1:1378,12,50.0,F,8
GDSC1:1378,11,12.5,F,8
GDSC1:1378,8,3.125,F,8
GDSC1:1378,7,0.78125,F,8
GDSC1:1378,8,0.1953125,F,8
GDSC1:1377,5,10.0,F,8
GDSC1:1377,5,2.5,F,8
GDSC1:1377,5,0.625,F,8
GDSC1:1377,4,0.15625,F,8
GDSC1:1377,3,0.0390625,F,8
GDSC1:1377,6,10.0,F,8
GDSC1:1377,6,2.5,F,8
GDSC1:1377,6,0.625,F,8
GDSC1:1377,5,0.15625,F,8
GDSC1:1377,4,0.0390625,F,8
GDSC1:1377,1,10.0,F,13
GDSC1:1377,1,2.5,F,13
GDSC1:1377,1,0.625,F,13
GDSC1:1377,1,0.15625,F,13
GDSC1:1377,1,0.0390625,F,13
GDSC1:1377,5,10.0,F,9
GDSC1:1377,2,0.625,F,9
GDSC1:1377,2,0.0390625,F,9
GDSC1:1377,6,10.0,F,9
GDSC1:1377,2,0.15625,F,9
GDSC1:1377,3,0.0390625,F,9
GDSC1:1378,10,50.0,F,9
GDSC1:1378,10,12.5,F,9
GDSC1:1378,10,3.125,F,9
GDSC1:1378,10,0.78125,F,9
GDSC1:1378,10,0.1953125,F,9
GDSC1:1378,11,50.0,F,9
GDSC1:1378,11,12.5,F,9
GDSC1:1378,11,3.125,F,9
GDSC1:1378,11,0.78125,F,9
GDSC1:1378,11,0.1953125,F,9
GDSC1:1377,7,10.0,F,9
GDSC1:1377,4,0.0390625,F,9
GDSC1:1378,12,50.0,F,9
GDSC1:1378,12,12.5,F,9
GDSC1:1378,12,3.125,F,9
GDSC1:1378,12,0.78125,F,9
GDSC1:1378,12,0.1953125,F,9
GDSC1:1032,3,0.5,F,8
GDSC1:1032,3,0.25,F,8
GDSC1:1032,3,0.125,F,8
GDSC1:1032,3,0.0625,F,8
GDSC1:1032,2,0.03125,F,8
GDSC1:1032,3,0.015625,F,8
GDSC1:1032,3,0.0078125,F,8
GDSC1:1032,3,0.001953125,F,8
GDSC1:1008,3,0.2,F,8
GDSC1:1008,3,0.1,F,8
GDSC1:1008,3,0.05,F,8
GDSC1:1008,3,0.025,F,8
GDSC1:1008,3,0.0125,F,8
GDSC1:1008,3,0.00625,F,8
GDSC1:1008,3,0.003125,F,8
GDSC1:1008,3,0.0015625,F,8
GDSC1:1008,3,0.00078125,F,8
GDSC1:1009,3,0.078125,F,8
GDSC1:1378,13,50.0,F,9
GDSC1:1378,13,12.5,F,9
GDSC1:1378,13,3.125,F,9
GDSC1:1378,13,0.78125,F,9
GDSC1:1378,13,0.1953125,F,9
GDSC1:1378,14,50.0,F,9
GDSC1:1378,14,12.5,F,9
GDSC1:1378,14,3.125,F,9
GDSC1:1378,14,0.78125,F,9
GDSC1:1378,14,0.1953125,F,9
GDSC1:1378,15,50.0,F,9
GDSC1:1378,15,12.5,F,9
GDSC1:1378,15,3.125,F,9
GDSC1:1378,15,0.78125,F,9
GDSC1:1378,15,0.1953125,F,9
GDSC1:1377,8,10.0,F,9
GDSC1:1377,4,2.5,F,9
GDSC1:1377,3,0.15625,F,9
GDSC1:1377,5,0.0390625,F,9
GDSC1:1377,9,10.0,F,9
GDSC1:1377,3,0.625,F,9
GDSC1:1377,10,10.0,F,9
GDSC1:1377,5,2.5,F,9
GDSC1:1377,4,0.15625,F,9
GDSC1:1377,6,0.0390625,F,9
